	Unnamed: 0	TGrepID	Question	Every	A	The	Other	Wh	ModalPresent	PrecedingContext
10	10	108874:4	what did you say 	0.0744444444444444	0.1172222222222221	0.7744444444444445	0.0333333333333333	what	0	so. [SEP] wow, that's great. [SEP] yeah,i really, [SEP] was it a pell grant? [SEP] i'm sorry, 
11	11	102217:4	what's your favorite restaurant 	0.0716666666666666	0.0727777777777777	0.6755555555555556	0.18	what	0	 [SEP]  m-, m-, m-, my sister, who  also lives here in dallas, uh, tends  to, uh, chat with waiters and waitresses and become their best friends during the course of dinner, which  drives me absolutely batty. [SEP] oh, yeah.well, how we [SEP] but, [SEP]  it may, it may help their tip, may not  huh. [SEP]  
12	12	31349:14	so, uh, what do you think  about it?	0.2749999999999999	0.1761111111111111	0.2855555555555555	0.2627777777777778	what	0	maybe i should volunteer  to, you know, teach what i know  [SEP] yeah. [SEP] maybe adult literacy. maybe, you know, composition writing. maybe, you know, uh,  volunteering, you know, on a tutor line or though the, even through the elementary schools for help with homeworkor, the other part of me says, is god, i've had enough kids.do i reall-,. [SEP]  [SEP] okay. 
13	13	87947:4	what did you think  about dances with wolves when you saw it 	0.11	0.2038888888888889	0.4566666666666667	0.2288888888888889	what	0	yeah,so. [SEP] mumblex she's smart at what she does  knows how  to do that  [SEP] she knows how  to twist this around  [SEP] yeah. 
14	14	143033:4	where have you been 	0.5955555555555555	0.1844444444444444	0.1594444444444444	0.0605555555555556	where	0	 [SEP] uh-huh. [SEP] but, um, i guess  my favorite is probably switzerland and ireland. [SEP] uh-huh.yeahwell, i've been over there too. [SEP] uh-huh. 
15	15	8878:4	what  are some of your things  you like  to do 	0.5311111111111112	0.1916666666666666	0.1183333333333333	0.1588888888888889	what	0	 [SEP] as you know, i think  it's more like the mess  you make  isn't it  don't have  to worry about  cleaning it up. [SEP] yeah,because it's, it's out there.you know i don't have  to worry about  getting stuff on the carpet except when i track in saw dust  the wife gets kind of aggravated about that,but then, i get the opportunity  to vacuum,so i guess  i get some of both. 
16	16	38865:5	what else have i done 	0.4233333333333334	0.2038888888888889	0.1038888888888888	0.2688888888888889	what	0	we moved to dallas about a year ago [SEP] uh-huh. [SEP] and my dad had a lot of woodworking equipment [SEP] uh-huh. [SEP] and i did some of that.um, here i've mostly done things that i can do  strictly by hand, um, sewing and quilting and, um, 
17	17	51235:4	why  get rid  of him now 	0.0533333333333333	0.3255555555555555	0.365	0.2561111111111111	why	0	i think  they're in for a odd year this year,actually, um, they, um,i don't understand why encovilla got released   [SEP] i don't either.i mean, the guy's twenty, twenty-five home rums, maybe thirty, eighty some r b i-s. [SEP] i mean, he, you know, he can't fieldand, you know, he strikes out a lot,but, i mean, he's done that for five years. 
18	18	76625:25	well, how did, how did you get, uh, hooked up with the t i switchboard thing 	0.1333333333333333	0.0172222222222222	0.825	0.0244444444444444	how	0	 he, he's liking this free time actually. [SEP] oh, yeah. [SEP] it's just wonderful after all, these years of working. [SEP] yeah. [SEP]  [SEP] yeah. 
19	19	140833:28	so how'd you all, how do you,	0.1538888888888889	0.1127777777777778	0.3038888888888889	0.4294444444444444	how	0	right now i've got two, and three cats, but, uh, and my son and daughter-in-law have kind of a sheltie mix,and we watched it this summer for two to three months,and it wasn't trained  quite fully either [SEP] uh-huh. [SEP]  and, uh, but it was a sweet  and an intelligent  dog. [SEP] yeah, 
20	20	80840:4	how do you feel about it 	0.0783333333333333	0.1377777777777777	0.5855555555555556	0.1977777777777777	how	0	and he and barbara walters just really turn my stomach. [SEP] yeah, was, was he, [SEP] so i watch peter jennings, and, uh and tom brokaw. sort of alternately. [SEP] yeah. [SEP]  [SEP]  
21	21	102211:9	well, how we	0.0594444444444444	0.1227777777777777	0.1005555555555555	0.7172222222222222	how	0	but it's not nice when they're too attentive  [SEP] oh, yes. [SEP] so, uh, we've had experience with that, too.so, [SEP]  m-, m-, m-, my sister, who  also lives here in dallas, uh, tends  to, uh, chat with waiters and waitresses and become their best friends during the course of dinner, which  drives me absolutely batty. [SEP] oh, yeah. 
22	22	111378:4	where do you enjoy  dining out 	0.4072222222222222	0.3077777777777777	0.2733333333333333	0.0111111111111111	where	0	 and, and i had no idea.and so we headed back to carney that night,and the dog rode in the carand we stopped along the way and had a bite   to eat  they left the dog in the car,and i guess  while we were inside  eating, thumper just tore the heck out of the inside of the car,and, uh, finally we made it back to, uh, to carneyand, [SEP] okay. 
23	23	92671:8	and, what did she do  with the,	0.13	0.0205555555555555	0.3505555555555555	0.4988888888888889	what	0	 [SEP] so it  wonderful that we've come that far, i think   um. [SEP] what did she do with  if, if she,was she like a group that  was doing it, [SEP]  [SEP] or was she doing it on her own, 
24	24	163206:45	what would you do  about	0.1322222222222222	0.2366666666666666	0.3222222222222222	0.3088888888888889	what	1	 [SEP] you know, that's a,i've nailed the problem downbut i, [SEP]  [SEP]  [SEP]  leave the details up to somebody else, huh. [SEP] yeah, i'm going  to have  to leave those details like, ,
25	25	21725:6	and where do you go 	0.1922222222222222	0.2294444444444444	0.5733333333333334	0.0044444444444444	where	0	 [SEP] oh, yeah,yeah,yeah. [SEP] in the summer or like in the easter time, like around now? [SEP] no,usually in the summer time. [SEP]  
26	26	103191:13	but, uh, who  knows what the future will hold  uh, as far as energy goes,	0.1399999999999999	0.0588888888888888	0.0827777777777777	0.7183333333333333	who	1	 [SEP] yes. [SEP] it's just  we can't control it.right now it  takes more energy   to cause fusion to occur then you get  out,so, it isn't  at all,and you can't control it unless you gotten a huge electromagnetic field,so that's not going  to work.at least not now. 
27	27	168933:47	what  happens if they, they get a false positive	0.3122222222222222	0.1811111111111111	0.2761111111111111	0.2305555555555555	what	0	 [SEP] huh. uh-huh. [SEP] and, uh, they instituted a drug policy there. drug testing policy where they randomly would test, uh, employees  [SEP] uh-huh. [SEP] and actually,  to tell you the truth, i really did not think much about it. i, i hadn't  you know,it really didn't relate to me. but there were some things  that people brought  up like well , you know, what recourse do you have 
28	28	105249:5	what more could you ask for 	0.0905555555555555	0.3105555555555555	0.1383333333333333	0.4605555555555555	what	1	uh-huh. [SEP] and i like  to sight seeand i love  to shop. [SEP] uh-huh. [SEP] so it's, [SEP] so that's perfect. 
29	29	51293:9	uh, who's the last one 	0.0022222222222222	0.0005555555555555	0.925	0.0722222222222222	who	0	right. [SEP]  [SEP] well,  picking up darrell strawberry didn't hurt. [SEP] no,but butler didn't hurt either.uh, and bobby ojeda didn't hurtand, [SEP]  
30	30	43281:4	what should i do 	0.2789473684210526	0.3842105263157895	0.1963157894736842	0.1405263157894737	what	1	but we just haven't been able  to do that yet,so one day we'll be able  to do it,and i'm excited about it.and then i don't know anything about it,i have  to learn,and then you'll have  to give me a call on gardening. [SEP]  [SEP] what do you do  in your garden,and i'll go nothing, 
31	31	115384:4	what was the other thing 	0.0442105263157894	0.0736842105263158	0.7994736842105263	0.0826315789473684	what	0	 [SEP] no,that's one of those sports  i don't go for  [SEP] well, that's kind of interesting hobby.what else, did you,you said  you did cycling? [SEP] yeah. [SEP]  
32	32	160516:4	why can't trees break down 	0.1994736842105263	0.2921052631578947	0.49	0.0184210526315789	why	1	paper doesn't seem threatening at all, you know. [SEP] well, it is  it is  though. [SEP] it comes from trees.how can it be bad  [SEP] it is  because they, [SEP] they treat it with chemicals or something? 
33	33	164882:4	how do you think that, uh, the viewpoints differ 	0.4647368421052631	0.4073684210526316	0.1084210526315789	0.0194736842105263	how	0	uh, i agree with you, too, on the, uh, uh, the cable channel, c n n and headline news.uh, i'm not too satisfied with our local newspaper uh, which  is why i rely on shortwave and, and then the cable, cable, c n n  [SEP] uh-huh. [SEP]  [SEP]  [SEP]  [SEP] i'm, uh, interested in the, in the shortwave aspect of it.uh, how do you find that the, the coverage from other places in the world, uh, compares with the american coverage of, 
34	34	150184:9	so. how's your products been 	0.09	0.1989473684210526	0.1773684210526315	0.5336842105263159	how	0	uh-huh. [SEP] and you can start it up, basically pretty easily. [SEP] uh-huh.so how do you know this much about, um,  stealing cars  [SEP] well, after i found mine i had  to, i had this, [SEP]  [SEP]  
35	35	78887:7	well what did you think  of reagan as a president?	0.2005263157894737	0.181578947368421	0.2642105263157895	0.3536842105263157	what	0	right. [SEP] so they just try and make it a personal thing,i mean, if you remember any of the t v commercials from the last presidential campaign, they all had, uh, pictures of bush with his grandchildren, walking around with his grandchildrenand even from reagan, it was all just like, looks like a mcdonald's commercial, you know. [SEP] uh-huh. [SEP] that's about what it looked like  [SEP]  
36	36	89007:4	what are some others that you have seen  lately 	0.3157894736842105	0.4863157894736841	0.0268421052631578	0.1705263157894737	what	0	uh-huh. [SEP] and there was, it was like, uh, uh, steel magnolias.the characters played very well off one another. [SEP] uh-huh. [SEP] and there was humor involved  the story was a very dramatic story,and i enjoyed it very much. 
37	37	110091:6	and how do you spell that breed 	0.0247368421052631	0.0152631578947368	0.933157894736842	0.0268421052631578	how	0	they had five litters of puppies, and and a lot of them stayed in the neighborhood [SEP] oh. [SEP]  [SEP] uh-huh. [SEP] because, um, [SEP]  
38	38	159602:4	how's he handling that 	0.16	0.2310526315789473	0.2821052631578947	0.3268421052631579	how	0	and they provide one meal a day. [SEP] uh-huh. [SEP] and, you know, the rest of the housekeeping and other meals a day are up to him. [SEP] uh-huh. [SEP] but they do have, you know, group activities going on. [SEP]  
39	39	83839:35	when does it, wh-, when does it bloom 	0.161578947368421	0.1684210526315789	0.6605263157894737	0.0094736842105263	when	0	okay.now i have got some daffodils.and, we-, everybody down here calls these flags. uh, the irises i guess, uh   [SEP] they call them flags? [SEP] that is what they call them  down here.they get, uh, just one bloom on the plant. i do not, i am not sure what they are called   [SEP]  
40	40	141435:14	well, uh, how do you all communicate  like  to plan it and every thing.	0.2389473684210526	0.31	0.4405263157894736	0.0105263157894736	how	0	then the majority of them are still in the missouri area. [SEP] yeah. [SEP] okay.you know our family right now, uh, the most of it, there is only a few stragglers, uh, with any distance.there is one cousin out in colorado, uh, uh, some cousins over in phoenix, uh,i got a sister over in, in, uh, washington state.uh, the rest of them are within, you know, a couple hours drive. [SEP]  
41	41	65639:28	anyway, what are your, what are your first comments on that subject 	0.311578947368421	0.2563157894736842	0.2210526315789474	0.2110526315789473	what	0	 [SEP] yeah.and, uh, i was thinking about, there was a, i saw a book   kicking around on the history of the a b a, which, [SEP] oh, that would be good. [SEP] yeah. i get in to, even when i don't like the sport so much  i get interested in the history of sports franchises, [SEP]  
42	42	61044:253	how can you tell where it's going  to come down at  	0.1636842105263158	0.28	0.2257894736842105	0.3305263157894737	how	1	 [SEP] oh,, i was going  to say,  the air pollution alone there just from a hundred pounds of cow manure was going  to be bad. [SEP] yeah,but i, i don't knowit really frightens me though as far as the, when you think about the, you know,  thinking of just air pollution itself and then, and, channel thirteen they're really, um, emphasizing the problem with acid rain, you know, [SEP] uh-huh. [SEP]  if we, if we keep  putting that stuff into the air and, and, you know, if we keep  creating the problem and not doing anything about it that it's really going  to be a problem for, um, just the, the earth, you know, what the earth is receiving  back, you know, because .
43	43	44743:160	what do you want  to do 	0.0694736842105263	0.1457894736842105	0.3331578947368421	0.4515789473684209	what	0	and she was okayand she's been okay every since.it's been about two years now. [SEP] huh.well, that's great,it really is  i, i'm glad that she was able  to pull out of it that way and so cheaply the second time. [SEP] yeah. well, the, see the problem is  if, if the, if someone would have came up to me and said it's going  to cost you five hundred dollars  to keep your dog alive.  i probably would have had second thoughts.
44	44	158655:7	well what do you feel  about the, um, present situation in the mideast?	0.2289473684210526	0.2952631578947368	0.3884210526315789	0.0873684210526315	what	0	 [SEP]  [SEP] uh, i can't remember what they call it  actuallybut y-, you just stand them in front of a clockand, you know, it has a second-hand that  goes around. [SEP] uh-huh. [SEP] and they have  to stand there, [SEP]  
45	45	74464:6	so where do you live at 	0.0705263157894736	0.0747368421052631	0.8547368421052632	1.1686558153949053e-17	where	0	 [SEP] it's big enough for us, though. [SEP] uh-huh. [SEP] we kind of need maybe one more room.we've got two children. [SEP] uh-huh,okay. 
46	46	73308:4	what do i know 	0.2163157894736841	0.1047368421052631	0.0831578947368421	0.5957894736842105	what	0	 is it, is it the one that  needs, needs more supervision that  has a bad influence on the older or more mature one? [SEP] of course. [SEP] yeah.how unfortunate. [SEP]  you don't think, you don't think that good prevails. [SEP] well, i, i, i'm living in a dream world, 
47	47	141308:59	so, so,  to make one successful, i mean, i mean what do you all do 	0.25	0.2831578947368421	0.3689473684210526	0.0978947368421052	what	0	it was on my grandmother's birthday,but she is, she is gone now. [SEP] yeah,see that is kind of what  happened with ours.that is why we have not had one in a long time  [SEP] yeah.uh. [SEP]  
48	48	51033:9	hum, what do you think   could be done  about it?	0.2457894736842104	0.5142105263157895	0.2231578947368421	0.0168421052631578	what	1	yeah, i don't, i don't think  that's, that's quite right either. [SEP] i mean it's not really government for the people and by the people,i'll tell you that. [SEP] yeah. [SEP] so, [SEP]  
49	49	123253:16	who, who did they play 	0.1826315789473684	0.0963157894736842	0.39	0.3310526315789474	who	0	 the, their, their backfield is really impressive.haywood jeffreys and drew hill and allen mumblex, [SEP] right. [SEP] they really impress me. [SEP] well, they squeaked out a game on sunday. [SEP] that's right. 
50	50	168089:7	now where does the source light go 	0.1536842105263157	0.0636842105263158	0.7300000000000001	0.0526315789473684	where	0	what they do  they do several different types of things.sometimes they put a source lightand they look at the source lightand then as the car goes by, you can see the exhaust pipe and the source light behind itand you can look at the emissions actually. [SEP] huh. [SEP] and... [SEP]  
51	51	176495:4	what did you do  when your kids were growing up 	0.2947368421052632	0.358421052631579	0.2942105263157895	0.0526315789473684	what	0	uh-huh. [SEP] i'm sure  there must be some good ones around here somewhere. [SEP] huh. [SEP] but it's really, it's really, really very difficultand, [SEP] yeah. 
52	52	72840:6	and who  knows how many people,  are looking at those, uh, bills that  come in, and those statements,	0.5878947368421054	0.0568421052631578	0.0326315789473684	0.3226315789473684	who	0	oh, you can  [SEP] you can use it like any other card, [SEP] uh-huh. [SEP]  and, uh, but, it, you know, you kind of, you know that somebody every month, [SEP] oh, i see, huh. [SEP]  
53	53	155438:9	so, what do you and your husband do 	0.1294736842105263	0.241578947368421	0.6147368421052631	0.0142105263157894	what	0	but, we don't know how long it will be a dream  [SEP]  [SEP]  we, we're kind of real, we're real happy that we don't have any debt,but we're at the same time we're real scared about  incurring it in this, uh, economy right nowso we're stepping real careful and trying  to see what  the best way   to save what, the little bit that we do get  you know, on top of expenses every month  [SEP] yeah. [SEP]  [SEP]  
54	54	125234:4	where's it all going 	0.5321052631578947	0.0594736842105263	0.2715789473684211	0.1368421052631579	where	0	you get what you pay for  we're going  to have national health insurance, which  seems likely, it's necessarily going  to involve more taxes.uh, i suspect, i take the view that  cutting income tax rates has been good for the, the economy, that most other countries have a higher share of the tax burden in various kinds of sales taxes, uh, energy taxes, particularly, and that to the extent  we need  to raise more taxes  that's the direction  we should look  [SEP] right.well, i guess  i kind of have mixed feelings.um, you know, you always sit thereand out of each pay check so much comes out of it,and you wonder, you know, where's it all going  [SEP]  
55	55	100712:69	and, uh, if we have children who  are not getting their education, for one reason or another, then what are we going  to do  with them?	0.2368421052631578	0.2521052631578947	0.3421052631578947	0.1689473684210526	what	0	and occasionally that happens. [SEP] right. [SEP] but, it is frightening b-, because, uh, education is the key to our future [SEP] yes,it certainly is  [SEP]  
56	56	73231:4	what  wrong with you?	0.1668421052631579	0.071578947368421	0.498421052631579	0.2631578947368421	what	0	 [SEP] of course. [SEP]  [SEP] but, we are helping, you know. [SEP] right.right. [SEP] we are being cooperative, 
57	57	124241:4	what do you think   going  to happen to the rangers?	0.131578947368421	0.4194736842105264	0.3678947368421053	0.0810526315789473	what	0	 [SEP] yeah.oh, uh, and i was routing for the twins myself because, uh, they, a couple of ranger players that i had watched  when we first moved here  uh, went to minnesota,and we used  to tease about,my son and i used  to have a bet  going about some of the players that  had moved from here to minnesota,but it was int-, it certainly was an exciting series, anyway. [SEP] it sure was  sure was  [SEP]  
58	58	81430:4	why don't you tell me about yours 	0.09	0.1957894736842105	0.0999999999999999	0.6136842105263158	why	0	i rented that one night by myself.i was home  alone.did you see home alone?. [SEP] yes,i did, that, that just reminded me of that.did you like it? [SEP] well carol since today's subject is our homes, 
59	59	169409:4	what am i trying  to say  uh,	0.0784210526315789	0.0921052631578947	0.6063157894736841	0.2226315789473684	what	0	and i've, i, i never watch t v news nor listen to the news on the radio unless i'm just happening  to be listening to music and they slip it on in the car radio before i can turn it off.but, [SEP] any particular reason?. [SEP] well, no. i, i've, i've explored that with lots of people.uh, they've tried  to lock me up and, uh, things like that.but, uh, uh, i'm basically not interestedand i also find  the, uh, everything is so slick and superficial and misguided and mis-, and off the, uh, uh, 
60	60	95212:6	and what do you work on  at t i?	0.1661904761904761	0.2080952380952381	0.419047619047619	0.2066666666666667	what	0	but, uh [SEP]  [SEP] yeah,i didn't mean compatible,i meant comparable.my brain is going to mush. [SEP] uh-huh. [SEP]  
61	61	118807:9	well, what do you think  of, uh, this, uh, u s free trade agreement  we're working on  with mexico?	0.1052380952380952	0.1909523809523809	0.5209523809523808	0.1828571428571428	what	0	 [SEP] basically a dictator fascist. [SEP] and it seems like those countries are so easily susceptible to that kind of thing, it justyou know, unstable. [SEP] sure. [SEP]  [SEP]  
62	62	167484:19	so what, why is it  that the weather in atlanta that gets very hot 	0.1252380952380952	0.1933333333333333	0.4547619047619048	0.2266666666666666	why	0	and so, we did that.and, uh, she was really pleased with it.so it came really great [SEP] that's great. [SEP] so. [SEP] wow. [SEP]  
63	63	129525:28	now what is, uh, what is, uh, the steamed shellfish  you said  	0.0423809523809523	0.0609523809523809	0.8490476190476192	0.0476190476190476	what	0	uh, i like seafood.uh,  let's see,uh, shrimp,steamed she-, uh, shellfish with maybe herbs.uh, spicy lobster with lem-, linguini. [SEP] that sounds good. [SEP] yeah. [SEP]  
64	64	119855:6	so what do you think  about the quality of news coverage in america?	0.1876190476190476	0.2323809523809523	0.259047619047619	0.320952380952381	what	0	i see. [SEP]  [SEP] uh-huh. [SEP]  but, uh, but then again, who, you know,those people are so used to iti guess  it's the only thing that  works. [SEP] yeah, 
65	65	11053:4	where do you live 	0.0	0.0	0.9938095238095238	0.0057142857142857	where	0	oh no.oh well,  take care. [SEP]  take care now.bye, bye. [SEP] bye, bye. [SEP] our community doesn't really have any organized recycling drive. [SEP]  
66	66	106474:25	uh, what i-, what is your practice  as far as budgeting?	0.2328571428571428	0.1361904761904762	0.359047619047619	0.2714285714285714	what	0	and the guy said, oh,  get this,it's a nice shiny gloss, which  was true, [SEP]  [SEP] but i didn't realize what, you know, pain it  is   to clean the brushes and everything, if you don't have latexi don't ifit's worth the shine, [SEP] uh-huh. [SEP]  
67	67	76222:13	and, gosh, what  going  to happen when these kids start  coming into the school system 	0.2495238095238094	0.2809523809523809	0.2142857142857142	0.2552380952380952	what	0	and, [SEP] you know  what  scares me too, is that we have yet  to see other, the biggest effect of the crack children uh, in the school system. [SEP] right. [SEP] these are children that  are born  with low deficit, attention deficit [SEP] right. [SEP]  
68	68	164667:7	so how do you, uh,	0.0114285714285714	0.0352380952380952	0.2609523809523809	0.6919047619047619	how	0	not sure i, i'm in washington, d c or at least very close to it.i'm not sure what kind of, uh, capital punishment we have  here. [SEP] well, i know  in north carolina, we do have capital punishment. [SEP] uh-huh. [SEP] and i'm in, i'm from south carolina. [SEP]  
69	69	43862:24	and who  wants who  wants  to drive twenty miles  to go to the movies.	0.0828571428571428	0.3428571428571428	0.0966666666666666	0.4776190476190476	who	0	uh, but other than that i just didn't have time   to go to the movies  you know. [SEP] yeah. [SEP]  never sho-, any, anyway, anything that i ever wanted  rented a lot of videos. [SEP] uh-huh [SEP] cause the closest movie theater was barry saint edmunds 
70	70	130294:4	what's everybody drive  up there?	0.3380952380952381	0.2952380952380952	0.2980952380952381	0.0685714285714285	what	0	right. [SEP] i don't plan on  buying a car for many, many yearsso, [SEP] right,yeah. [SEP] i have  to make this one last as long as i can  [SEP]  
71	71	82861:16	how, how can it work 	0.2580952380952381	0.3928571428571428	0.3023809523809523	0.0466666666666666	how	1	well,  don't give too much credit to the american public for their motivational ability. [SEP]  [SEP]  and, and, and it... [SEP] well, then how can a democracy work then  [SEP] well, it, uh,well, i don't know. [SEP]  
72	72	171306:4	why don't you go ahead and start 	0.0828571428571428	0.0757142857142857	0.1819047619047619	0.6595238095238095	why	0	 [SEP] so. and i don't know what  going  to happen.uh, i know  what i'm seeing  here at m-, my job is that people are having their children much later in life so that they're establishing careers [SEP] yeah,tha-, [SEP] and they've got their homesand they've got, [SEP]  
73	73	50044:4	what do they,	0.0476190476190476	0.0528571428571428	0.1666666666666666	0.7328571428571429	what	0	that's not far from where the, uh, the new football stadium would be  if we got an n f l team. [SEP] oh, yeah? [SEP] yeah.well, they've, they've built a new stadium downtown, um,it's opening next year.so, [SEP] is that near, near the, 
74	74	124747:21	well, how, how do you use your credit card 	0.2785714285714286	0.1866666666666666	0.4395238095238095	0.0952380952380952	how	0	um, i think  i'm down to one. [SEP] oh, my gosh,i wish  i was that way.is that why you said  i had more experience than you  [SEP] well, no.i was pulling your leg. [SEP] oh. 
75	75	13173:9	uh, what do you think  about, uh, the idea of  having volunteer service for everyone?	0.1966666666666666	0.1914285714285714	0.2166666666666667	0.3952380952380953	what	0	 wha-, what day, what day was that on  do you, ha-, can you recall. [SEP] uh, uh,  seems like it was on a friday, [SEP] uh. [SEP] friday or, [SEP] okay, 
76	76	169955:188	but if you had, if you had, uh, parents say or, or, or th-, grandparents, whatever it is  uh, who  were ready, who, who you thought   might benefit from a nursing home, what do you think  you would look for 	0.3804761904761904	0.24	0.2752380952380952	0.1042857142857142	what	1	so that probably wouldn't be too good either. [SEP] bye.so we're, uh, our discussion's about, uh, the care of the elderly? [SEP] that's right,that's right.you know, what, what, uh, what do you think   is important?if you were,uh, i don't know how, how old you are  
77	77	123216:4	what do you think  about, uh, houston?	0.1023809523809523	0.3638095238095238	0.2923809523809523	0.2414285714285714	what	0	who's that  [SEP] it's pretty much going between washington. they are undefeated. and, uh, buffalo, new orleans, and chicago because chicago has only lost twice [SEP] right. [SEP] and one of those was to buffalo.and they beat the saints.their only time  they lost  [SEP]  
78	78	138616:4	what am i going  to fix  for supper.	0.0538095238095238	0.2619047619047619	0.6285714285714284	0.0557142857142857	what	0	i think  it's,well, i don't know, then, then on the other hand i think  it  harder  to stay home in some regards.it  hard  to always keep yourself feeling like you're doing something productive,and at the end of the day your house still feels like it's a mess,and you haven't got anything done  [SEP] oh, yeah. [SEP]  
79	79	44211:31	well, then how can you, how can you say as far as like in, uh, europe, as far as the, the toppling of those kinds of governments, you know, like,	0.1057142857142857	0.1585714285714285	0.130952380952381	0.6047619047619048	how	1	 [SEP]  [SEP]  or, or government aids and stuff. [SEP]  [SEP]  [SEP] right.yeah,i think  that has a lot of things   to did with, uh, um, [SEP]  
80	80	129042:32	but, uh, see, see what else can i say  about the weather.	0.3090476190476191	0.3442857142857142	0.0552380952380952	0.2914285714285714	what	1	but no big mountains or anything. [SEP] uh-huh.so you just moved away a year ago? [SEP] uh, in august. [SEP] wow, really recent. [SEP] yeah. 
81	81	113858:6	so where did your parents come from 	0.0295238095238095	0.0271428571428571	0.9433333333333336	0.0	where	0	 [SEP] so i'm, from immigrant parents. or an immigrant mother anyway. [SEP] uh, where did you come from  [SEP]  [SEP] okay. [SEP]  [SEP] okay, 
82	82	105100:4	where is your favorite place   to go  	0.0457142857142857	0.1871428571428571	0.7223809523809523	0.0447619047619047	where	0	you need somebody   to kind of tell you what  to do  just from what i've seen  you just kind of work your way up to it and turn around real quick, you know. grab the rope behind you and then just let  go real quick and let it whip you around. [SEP] uh-huh. [SEP] but, uh, i don't know,maybe someday i'll, i'll get back to that as, after the kids are up and grown and the monies  are there   to get away for times on end, weekend or something  [SEP] well, my son, [SEP]  
83	83	73381:35	so, um, how do  think, how do you think  we've changed in the last ten to twenty years 	0.4714285714285714	0.2338095238095238	0.1519047619047619	0.1428571428571428	how	0	 [SEP] we gave up on one baby sitter because we came home one night and found pieces of, um, ribbon, you know, hair ribbon tied  in a chair. where obviously she had, had, [SEP] huh-uh. [SEP]  [SEP] huh-uh. [SEP]  [SEP] okay, 
84	84	132939:7	so what car do you drive 	0.0166666666666666	0.0880952380952381	0.895238095238095	0.0	what	0	 [SEP] uh-huh. [SEP] but we just bought another used car, a couple weeks ago, actually. [SEP] uh-huh,yeahme too. [SEP]  [SEP]  
85	85	129842:4	what are some of the things  they don't recycle  	0.5552380952380952	0.3723809523809524	0.0566666666666666	0.0157142857142857	what	0	 [SEP] that's right. [SEP]  [SEP] yeah. [SEP]  [SEP] yeah. [SEP] and, uh, i don't know what they could do more of  exactly around here right now other than, uh, 
