	TGrepID	Question	Every	A	The	Other	Wh	ModalPresent
102	68569:4	where do you go 	0.39315789473684215	0.18421052631578946	0.4226315789473684	5.843279076974526e-18	where	0
103	134648:7	so what do you know  about it.	0.6205263157894736	0.07736842105263157	0.2421052631578947	0.06000000000000002	what	0
104	75387:9	well, what do you think   can be done   to reduce that sort of crime?	0.3826315789473684	0.24631578947368418	0.3642105263157895	0.006842105263157906	what	1
105	126562:5	what  have you seen  recently that you enjoyed 	0.3547368421052632	0.5052631578947369	0.08736842105263158	0.05263157894736842	what	0
106	52408:4	what  the one that  just,	0.0	0.15473684210526314	0.7273684210526316	0.11789473684210527	what	0
107	96976:42	if you do not have the time  to talk to yourself, who are you going  to talk to 	0.3778947368421052	0.22947368421052633	0.008421052631578947	0.3842105263157895	who	0
108	29980:4	how do you feel  about credit cards?	0.1336842105263158	0.09421052631578948	0.4378947368421053	0.33421052631578946	how	0
109	66396:59	what do i have  to tell 	0.40210526315789474	0.10421052631578948	0.1873684210526316	0.3063157894736842	what	0
110	37924:6	and what's it going  to be like  in another twelve years when my, uh, oldest son is in high school 	0.2642105263157895	0.14842105263157893	0.1236842105263158	0.4636842105263157	what	0
111	173450:4	how are they coping with it 	0.40842105263157896	0.14842105263157893	0.34736842105263155	0.09578947368421054	how	0
112	129851:13	and, yet, what am i going  to do  when i have a couple double a batteries   to toss  out 	0.09526315789473686	0.27210526315789474	0.4978947368421052	0.13473684210526315	what	0
113	155563:14	uh, so, what do you think  uh, about  putting the elderly in a nursing home?	0.22947368421052627	0.2847368421052632	0.24631578947368418	0.23947368421052637	what	0
114	170362:7	now how do you mean that 	0.08578947368421053	0.16894736842105262	0.5357894736842106	0.20947368421052628	how	0
115	127123:4	what do you think   has caused our horrible situation?	0.31578947368421045	0.1894736842105263	0.4926315789473683	0.0021052631578947264	what	0
116	150555:4	how's the weather out there in georgia 	0.056315789473684215	0.034736842105263156	0.3005263157894737	0.608421052631579	how	0
117	22310:6	and what do those kids do 	0.24368421052631578	0.25894736842105265	0.3631578947368421	0.13421052631578947	what	0
118	120330:16	what, what do you think 	0.20578947368421052	0.10210526315789474	0.2405263157894737	0.4515789473684211	what	0
119	168896:4	what do you think 	0.5205263157894737	0.2378947368421053	0.17894736842105263	0.06263157894736841	what	0
120	175042:4	how do you feel about public schools 	0.24318181818181817	0.12590909090909091	0.5422727272727272	0.08863636363636364	how	0
121	24525:28	well, how do you, how do you feel  about, uh, companies drug testing prior to  hiring?	0.14772727272727273	0.01681818181818182	0.730909090909091	0.10454545454545454	how	0
122	118088:9	uh, how do you feel about taxes 	0.10090909090909089	0.04818181818181819	0.705	0.1459090909090909	how	0
123	137110:4	where'd you,	0.03818181818181818	0.08545454545454545	0.6150000000000001	0.26136363636363635	where	1
124	177592:4	why don't you start 	0.10045454545454545	0.16272727272727272	0.3118181818181818	0.425	why	0
125	145616:4	what should i say 	0.04545454545454546	0.3409090909090909	0.5127272727272728	0.10090909090909089	what	1
126	161551:4	what's the standard 	0.10227272727272728	0.033181818181818194	0.6286363636363637	0.23590909090909087	what	0
127	14652:39	what do, what do, what do you think  we can do   to solve the crime in america?	0.26318181818181824	0.4913636363636363	0.24545454545454548	0.0	what	1
128	110218:9	well, how did you like that topic 	0.017272727272727273	0.06909090909090909	0.39681818181818185	0.5168181818181818	how	0
129	174466:4	what do you do now 	0.085	0.07090909090909091	0.6827272727272727	0.16136363636363635	what	0
130	134609:4	what does that mean  accidental tomatoes?	0.021363636363636366	0.19954545454545453	0.6318181818181818	0.14681818181818182	what	0
131	159620:9	well, what were you saying 	0.13454545454545455	0.17954545454545454	0.5954545454545455	0.09045454545454545	what	0
132	23104:7	so what do you think  about it?	0.07681818181818181	0.08318181818181819	0.5581818181818181	0.2818181818181818	what	0
133	161881:11	so, what do you do  for a job?	0.017727272727272727	0.030909090909090907	0.8604545454545455	0.09090909090909091	what	0
134	131083:4	what changes do you feel   have happened?	0.649090909090909	0.10681818181818183	0.13681818181818184	0.10727272727272728	what	0
135	29722:4	how did you,	0.05136363636363637	0.1290909090909091	0.4668181818181818	0.3527272727272728	how	0
136	26133:4	what is that thing  i saw  	0.007727272727272728	0.045454545454545456	0.9463636363636362	0.0	what	0
137	126265:4	what do you think 	0.1040909090909091	0.10318181818181818	0.4640909090909091	0.32863636363636367	what	0
138	73122:18	so why, why am i waiting, you know 	0.020000000000000007	0.17045454545454544	0.7790909090909092	0.030454545454545456	why	0
139	174259:54	if, if the judge was doing it himself, without any checks and balances who   to say.	0.10363636363636365	0.3109090909090909	0.35090909090909095	0.23454545454545456	who	0
140	19578:21	wh-, uh, w-, what do you get shot  by 	0.015909090909090907	0.15045454545454545	0.5095454545454544	0.3240909090909091	what	0
141	31235:14	you know, what has, you know, has, has the educational system been watered  down to  that anybody who  above average is now gifted?	0.085	0.16363636363636364	0.2159090909090909	0.5354545454545455	what	0
142	116156:16	where, where do you live 	0.009545454545454544	0.01	0.9777272727272728	0.002727272727272736	where	0
143	78658:4	what do you believe in 	0.2536363636363636	0.21272727272727276	0.4486363636363635	0.085	what	0
144	36324:5	what else do i do 	0.4563636363636363	0.42818181818181816	0.07636363636363636	0.038636363636363635	what	0
145	132813:10	well, what else do you serve  with your pig?	0.4827272727272728	0.3722727272727273	0.08863636363636364	0.056363636363636366	what	0
146	2153:4	what are you all trying  to do  long term.	0.3868181818181819	0.07772727272727271	0.49	0.045454545454545456	what	0
147	33654:4	what'd they do  for that?	0.18454545454545457	0.05863636363636364	0.5613636363636364	0.1954545454545455	what	1
148	14025:4	how do you usually keep up with current events 	0.20454545454545456	0.26227272727272727	0.48772727272727273	0.045454545454545456	how	0
149	157119:9	well, where are we going  to impose d-, you know,	0.15227272727272728	0.17045454545454544	0.26818181818181813	0.4090909090909091	where	0
150	70325:9	um, what do you do 	0.3761904761904762	0.32904761904761903	0.2357142857142857	0.05904761904761906	what	0
151	38516:4	what would you recommend 	0.2580952380952381	0.4314285714285714	0.2252380952380952	0.08523809523809524	what	1
152	154133:29	uh, after all, who, who  writes.	0.14761904761904765	0.22333333333333336	0.14476190476190473	0.4842857142857144	who	0
153	141568:12	oh, well what do you do  with your seventh grader?	0.46238095238095234	0.38904761904761903	0.07476190476190478	0.07380952380952382	what	0
154	149467:6	and what kind do you have 	0.709047619047619	0.11476190476190475	0.12380952380952381	0.052380952380952396	what	0
155	127707:20	what, now what night is that on  now?	0.010000000000000005	0.0	0.62	0.37	what	0
156	56531:7	now how do they do the blackened 	0.10142857142857142	0.013809523809523803	0.8738095238095239	0.010952380952380969	how	0
157	119895:40	i, i mean, i mean, what else could they do   to make it better.	0.39285714285714285	0.45571428571428574	0.14904761904761904	0.002380952380952391	what	1
158	111690:4	who  knows	0.1519047619047619	0.0519047619047619	0.016190476190476193	0.7800000000000001	who	0
159	169805:6	so what do you think  about that?	0.2690476190476191	0.22476190476190475	0.22	0.28619047619047616	what	0
160	5532:4	how you doing 	0.09666666666666668	0.07761904761904763	0.3019047619047619	0.5238095238095238	how	0
161	113988:4	what do you think  about that?	0.44333333333333336	0.40380952380952384	0.03761904761904762	0.11523809523809524	what	0
162	103008:4	where do you live 	0.05571428571428571	0.0009523809523809476	0.8404761904761904	0.10285714285714284	where	0
163	154239:7	so what do you do 	0.2619047619047619	0.17285714285714285	0.37238095238095237	0.19238095238095237	what	0
164	174836:27	what  is it, what  the policy  now with treason?	0.054761904761904755	0.06714285714285714	0.7738095238095238	0.10428571428571429	what	0
165	142587:9	well, how do you get the edge though 	0.09714285714285714	0.2323809523809524	0.660952380952381	0.009523809523809518	how	0
166	44357:6	or why do they not, you know, stand up,  so to speak, for their rights 	0.3466666666666666	0.2628571428571429	0.2909523809523809	0.09952380952380951	why	0
167	105329:4	why don't you go ahead first and tell what kind of car you'd look for  in your next 	0.2795238095238095	0.1223809523809524	0.07523809523809524	0.5228571428571429	why	1
168	124377:7	so what do you, uh, think   is the, uh, the worst culprit for air pollution?	0.10190476190476191	0.16095238095238096	0.6823809523809524	0.054761904761904755	what	0
169	142841:4	where do you think  they're headed 	0.0680952380952381	0.1761904761904762	0.4019047619047619	0.3538095238095238	where	0
170	43050:4	what have you done 	0.5442857142857143	0.16476190476190475	0.20142857142857146	0.08952380952380952	what	0
171	37608:22	well, well when are the rangers going  to come through th- 	0.056666666666666664	0.056666666666666664	0.5285714285714287	0.35809523809523813	when	0
172	163193:9	well, how would you go about  changing it 	0.44238095238095243	0.3704761904761905	0.11380952380952382	0.07333333333333335	how	1
173	143248:4	how did you like africa 	0.3661904761904762	0.20761904761904765	0.10523809523809524	0.32095238095238093	how	0
174	50126:9	well, what do you think  about it?	0.43476190476190474	0.2690476190476191	0.049523809523809526	0.24619047619047618	what	0
175	158812:6	or what do yo-,	0.1561904761904762	0.1619047619047619	0.1257142857142857	0.5557142857142857	what	0
176	125913:4	what do you do  when you're putting 	0.4961904761904762	0.17666666666666667	0.32571428571428573	0.0014285714285714333	what	0
177	111531:4	where do you go  for steaks?	0.19095238095238093	0.37333333333333335	0.429047619047619	0.006666666666666667	where	0
178	143577:4	how did that compare with this area  as far as house-, housing prices?	0.4547619047619048	0.11619047619047619	0.3628571428571429	0.0661904761904762	how	0
179	161114:4	what was the other dog  you had  	0.05523809523809523	0.005238095238095244	0.7952380952380954	0.14380952380952383	what	0
180	24078:27	well, the first thing, uh, what do you think  you would offer  as far as, uh, information about  selecting a school?	0.42590909090909096	0.25545454545454543	0.21545454545454543	0.10318181818181818	what	1
181	114034:13	so, uh, what was the last car repair  you had  	0.0	0.04045454545454546	0.7063636363636364	0.25318181818181823	what	0
182	114350:9	uh, what do you think 	0.16590909090909092	0.2945454545454545	0.21	0.32954545454545453	what	0
183	26240:6	so what are you getting your degree in 	0.045	0.08863636363636364	0.8177272727272729	0.04818181818181817	what	0
184	116290:4	why did you move to utah 	0.13999999999999999	0.15454545454545457	0.6854545454545454	0.02	why	0
185	10409:4	what did he shoot him with 	-1.0092936587501408e-17	0.05636363636363637	0.9431818181818182	1.0092936587501408e-17	what	0
186	96176:26	well, uh, ho-, how do you view this whole subject 	0.17863636363636362	0.2513636363636364	0.4018181818181818	0.16818181818181818	how	0
187	159296:9	well, how do you feel  about  setting, like, well, for example, a car type accident where, uh, or some incident where someone loses a limb 	0.10590909090909091	0.2640909090909091	0.3436363636363637	0.2863636363636364	how	0
188	105776:24	now, do you, where did you first get your lessons from 	0.03272727272727273	0.035	0.9163636363636365	0.015909090909090907	where	0
189	149045:4	what do you use yours for  mostly?	0.24181818181818182	0.27499999999999997	0.4236363636363636	0.05909090909090909	what	0
190	63241:4	how should they do it 	0.10954545454545456	0.3622727272727273	0.51	0.018181818181818184	how	1
191	37892:21	and now, you know, what do we have  now.	0.115	0.30000000000000004	0.33181818181818185	0.2531818181818182	what	0
192	65725:4	why  not an apprentice out to a, a company and learn from down on the bottom as a wood worker or, you know, just a technician 	0.0940909090909091	0.24227272727272728	0.2595454545454546	0.40363636363636357	why	0
193	23571:9	um, what is that called  	0.0013636363636363635	0.15818181818181817	0.8345454545454545	0.0059090909090908994	what	0
194	3573:4	what  happened in the middle?	0.5045454545454546	0.12045454545454547	0.26	0.11454545454545455	what	0
195	58061:4	who  knows.	0.16954545454545455	0.05318181818181818	0.004545454545454546	0.7722727272727273	who	0
196	39788:24	so which, uh, what basketball teams are you interested in 	0.6495454545454545	0.03636363636363637	0.040454545454545465	0.2736363636363636	what	0
197	58244:4	how on earth am i every going  to do the math 	0.07090909090909091	0.35500000000000004	0.35590909090909095	0.21818181818181823	how	0
198	69379:4	what are your suggestions in  making a family reunion successful 	0.5331818181818181	0.29409090909090907	0.027727272727272732	0.14454545454545456	what	0
199	169557:38	uh, so, uh, how do you, how do you feel 	0.06272727272727273	0.16227272727272724	0.4990909090909091	0.27590909090909094	how	0
200	100717:4	what  going  to happen to them?	0.4763636363636363	0.13090909090909092	0.3404545454545454	0.05136363636363637	what	0
201	29261:4	where do you get most of your news 	0.18	0.16545454545454547	0.6063636363636363	0.04818181818181817	where	0
202	116399:4	where do you live 	0.002272727272727273	0.09454545454545454	0.8490909090909091	0.053636363636363635	where	0
203	122764:4	what did we do  without it back then?	0.1159090909090909	0.12863636363636363	0.5149999999999999	0.24000000000000002	what	0
204	135330:4	what size do you have  now?	0.04772727272727273	0.060000000000000005	0.6568181818181819	0.23545454545454544	what	0
205	8650:6	or what's the specialty that you're looking for  	0.07363636363636364	0.10454545454545455	0.8113636363636364	0.010454545454545446	what	0
206	6696:53	what would you have, who, who, who would  determine what these people do 	0.10227272727272728	0.13	0.504090909090909	0.2631818181818182	who	1
207	97122:7	so what were you saying 	0.12954545454545455	0.09090909090909093	0.7427272727272727	0.03681818181818182	what	0
208	40349:14	you know, how can you help  depending on the day care center  you know,	0.20727272727272722	0.4368181818181817	0.1781818181818182	0.1777272727272727	how	1
209	27888:4	when did you first take your, uh, first piano lesson 	0.0036363636363636364	0.07272727272727272	0.8190909090909091	0.10454545454545455	when	0
210	28071:4	what will you,	0.028947368421052628	0.1636842105263158	0.48157894736842105	0.3257894736842105	what	1
211	50761:14	you know, how you going  to cover that many people 	0.08473684210526315	0.2794736842105263	0.5310526315789473	0.10473684210526314	how	0
212	13703:4	what do you mean 	0.08526315789473685	0.11894736842105262	0.5552631578947369	0.2405263157894737	what	0
213	86016:6	so where have you been 	0.5026315789473684	0.19052631578947365	0.2542105263157895	0.05263157894736842	where	0
214	176164:16	why, why we need  to replace it?	0.1968421052631579	0.15578947368421053	0.6473684210526316	0.0	why	0
215	75556:16	what, what deterrent does he really have 	0.15157894736842104	0.42947368421052634	0.2752631578947369	0.14368421052631578	what	0
216	24955:16	who, who  supposed  to make the change,	0.06315789473684212	0.2310526315789474	0.5478947368421052	0.15789473684210525	who	0
217	49447:4	what did you have  before you bought that.	0.028421052631578948	0.15842105263157893	0.8131578947368421	0.0	what	0
218	104736:4	what did you think  about that idea?	0.21631578947368424	0.2157894736842105	0.308421052631579	0.2594736842105263	what	0
219	131942:4	what do you use it for 	0.19894736842105262	0.22526315789473686	0.3915789473684211	0.18421052631578946	what	0
220	44356:33	i mean, why are they, why are they not as vocal 	0.15789473684210528	0.2678947368421052	0.5447368421052632	0.02947368421052631	why	0
221	162379:6	and how do you feel  about them?	0.24052631578947364	0.10052631578947369	0.4947368421052632	0.16421052631578947	how	0
222	2084:4	what do you all do 	0.4678947368421052	0.1505263157894737	0.19684210526315787	0.18473684210526314	what	0
223	126374:8	but, what do i know  right?.	0.07210526315789473	0.0731578947368421	0.07684210526315789	0.7778947368421052	what	0
224	58058:6	but what did we do 	0.3526315789473684	0.17473684210526316	0.21526315789473682	0.2573684210526316	what	0
225	115422:23	what's that, what's that state north of us 	0.002631578947368416	0.05263157894736842	0.9447368421052631	0.0	what	0
226	11794:4	what do you think 	0.3557894736842105	0.2563157894736842	0.20052631578947366	0.18736842105263157	what	0
227	33184:46	who  could come up with the best recipe	0.15842105263157893	0.1836842105263158	0.6052631578947368	0.05263157894736842	who	1
228	28513:4	what's the word  i'm looking for  	0.0	0.12000000000000001	0.7747368421052631	0.10526315789473684	what	0
229	138076:7	then how does he like it 	0.13789473684210524	0.1573684210526316	0.3257894736842105	0.37894736842105264	how	0
