	TGrepID	Question	Every	A	The	Other	Wh	ModalPresent
380	94501:25	and what do you, what would you do   to fix the school systems?	0.44684210526315793	0.3089473684210527	0.24421052631578954	1.1686558153948999e-17	what	1
508	15369:10	and then what else did i have 	0.3177777777777778	0.23888888888888887	0.36000000000000004	0.08333333333333333	what	0
172	163193:9	well, how would you go about  changing it 	0.44238095238095243	0.3704761904761905	0.11380952380952382	0.07333333333333335	how	1
899	115892:4	what do you think  about robin hood?	0.0638095238095238	0.1938095238095238	0.38476190476190475	0.3576190476190476	what	0
435	36924:4	how do you feel  about it?	0.11000000000000001	0.19649999999999998	0.4375	0.256	how	0
457	173812:5	what  do you feel that your kids are getting  in the parochial schools that they wouldn't get  in a, the public school system?	0.6226315789473684	0.16263157894736843	0.2115789473684211	0.002631578947368416	what	1
354	25144:43	and if we can't take it and use it easily, well, how can you put that on, like, elderly people and you know, just people that  maybe just aren't blessed with as, as much sharpness and ment-, mental acuity 	0.075	0.153	0.13699999999999998	0.6345	how	1
210	28071:4	what will you,	0.028947368421052628	0.1636842105263158	0.48157894736842105	0.3257894736842105	what	1
861	34507:10	oh gosh what was the last comedy  we saw  	0.022857142857142857	0.1271428571428571	0.8423809523809525	0.007619047619047619	what	0
502	33964:9	uh, how do you feel about it 	0.08722222222222223	0.17388888888888887	0.5327777777777777	0.2061111111111111	how	0
762	43500:14	you know, what's the significance of the apes  you know.	0.1394736842105263	0.1668421052631579	0.36684210526315786	0.3268421052631579	what	0
723	175727:4	what  happened, uh,	0.15714285714285717	0.1604761904761905	0.379047619047619	0.30333333333333334	what	0
199	169557:38	uh, so, uh, how do you, how do you feel 	0.06272727272727273	0.16227272727272724	0.4990909090909091	0.27590909090909094	how	0
558	109109:4	where do you live 	0.07052631578947367	0.08789473684210528	0.8368421052631579	0.0047368421052631626	where	0
370	95676:26	if people will pay two hundred then why  charge ten 	0.17789473684210524	0.2094736842105263	0.41789473684210526	0.19473684210526318	why	1
536	122929:4	how would you achieve that 	0.27631578947368424	0.24526315789473685	0.4784210526315789	0.0	how	1
191	37892:21	and now, you know, what do we have  now.	0.115	0.30000000000000004	0.33181818181818185	0.2531818181818182	what	0
633	91625:9	and then where do you meet 	0.015789473684210527	0.03631578947368422	0.8947368421052632	0.05263157894736842	where	0
443	38489:4	what do you like  to read 	0.271	0.5615	0.1405	0.027000000000000003	what	0
845	177221:9	so, how do you feel 	0.0719047619047619	0.21095238095238095	0.5457142857142857	0.17142857142857143	how	0
129	174466:4	what do you do now 	0.085	0.07090909090909091	0.6827272727272727	0.16136363636363635	what	0
434	171230:19	i mean our kids, where would they be  without nintendo and, you know, their t v shows	0.031999999999999994	0.07950000000000002	0.10800000000000001	0.7805	where	1
44	158655:7	well what do you feel  about the, um, present situation in the mideast?	0.22894736842105262	0.29526315789473684	0.38842105263157894	0.08736842105263158	what	0
708	36029:5	what should they get  in return	0.30952380952380953	0.3719047619047619	0.29000000000000004	0.028571428571428574	what	1
396	105343:14	and, uh, what else do i want 	0.6176190476190476	0.13333333333333333	0.1742857142857143	0.07476190476190475	what	0
180	24078:27	well, the first thing, uh, what do you think  you would offer  as far as, uh, information about  selecting a school?	0.42590909090909096	0.25545454545454543	0.21545454545454543	0.10318181818181818	what	1
82	105100:4	where is your favorite place   to go  	0.045714285714285714	0.18714285714285714	0.7223809523809523	0.04476190476190476	where	0
901	124922:16	what, what can you.	0.08285714285714287	0.32285714285714284	0.08476190476190477	0.5095238095238095	what	1
810	13335:49	where in the world did they get my address 	0.11	0.11142857142857145	0.5633333333333334	0.21523809523809523	where	0
707	130597:14	and, uh, what else are you planning  to do  if anything?	0.3557142857142857	0.4747619047619047	0.1414285714285714	0.0280952380952381	what	0
869	16417:9	well, how did you get a recipe for pudding on your own 	0.05238095238095238	0.23619047619047623	0.709047619047619	0.002380952380952381	how	0
288	92536:4	who  has time?	0.2080952380952381	0.22476190476190475	0.052380952380952396	0.5147619047619048	who	0
2	174853:7	so how do you feel  about it?	0.2688888888888889	0.04944444444444445	0.45055555555555554	0.23111111111111113	how	0
774	146142:6	or how did you make a quilt 	0.08052631578947368	0.04631578947368423	0.7526315789473684	0.12052631578947369	how	0
369	23105:4	how are we doing in recycling 	0.21999999999999997	0.03052631578947369	0.2563157894736842	0.4931578947368422	how	0
520	11988:14	i mean, what do you think  we can, uh, i guess  as individuals or as a group, do  about, uh, air pollution?.	0.5010526315789473	0.3626315789473684	0.10631578947368421	0.03	what	1
610	113068:16	what, what do you think  about them?	0.35000000000000003	0.15368421052631578	0.2410526315789474	0.2552631578947368	what	0
345	4094:16	what, what do you do 	0.1135	0.1355	0.5755000000000001	0.1755	what	0
132	23104:7	so what do you think  about it?	0.07681818181818181	0.08318181818181819	0.5581818181818181	0.2818181818181818	what	0
239	65645:4	what  would be the first thing  you'd cut 	0.05105263157894737	0.11789473684210525	0.8310526315789474	0.0	what	1
922	24957:4	where's the money supposed  to come from 	0.23894736842105263	0.18842105263157896	0.3894736842105263	0.1831578947368421	where	0
382	122174:4	what did you think  of that one?	0.10263157894736841	0.2757894736842106	0.3957894736842105	0.22578947368421054	what	0
309	68547:4	where all you guys go 	0.41500000000000004	0.32799999999999996	0.2545	0.002500000000000005	where	0
458	67825:10	why  stop at children 	0.2742105263157894	0.26473684210526316	0.3531578947368421	0.10789473684210528	why	0
936	18367:4	how do you put trees in there 	0.1605263157894737	0.3210526315789474	0.5184210526315789	0.0	how	0
134	131083:4	what changes do you feel   have happened?	0.649090909090909	0.10681818181818183	0.13681818181818184	0.10727272727272728	what	0
164	174836:27	what  is it, what  the policy  now with treason?	0.054761904761904755	0.06714285714285714	0.7738095238095238	0.10428571428571429	what	0
13	87947:4	what did you think  about dances with wolves when you saw it 	0.11	0.2038888888888889	0.4566666666666667	0.2288888888888889	what	0
798	60430:4	who  knows.	0.05285714285714286	0.10809523809523809	0.05857142857142858	0.7804761904761905	who	0
944	5622:4	how do you like it out there 	0.17526315789473684	0.2326315789473684	0.21999999999999997	0.371578947368421	how	0
545	131468:4	how did they end up so far away 	0.14842105263157895	0.20368421052631577	0.3642105263157895	0.28368421052631576	how	0
840	120174:6	but who  knows now.	0.01363636363636364	0.017727272727272727	0.026363636363636363	0.9418181818181818	who	0
192	65725:4	why  not an apprentice out to a, a company and learn from down on the bottom as a wood worker or, you know, just a technician 	0.0940909090909091	0.24227272727272728	0.2595454545454546	0.40363636363636357	why	0
120	175042:4	how do you feel about public schools 	0.24318181818181817	0.12590909090909091	0.5422727272727272	0.08863636363636364	how	0
421	115734:4	where did you all move from 	0.022	0.0155	0.9550000000000001	0.007500000000000005	where	0
297	158661:4	what do you think  mark?	0.17476190476190476	0.3514285714285714	0.21238095238095242	0.26142857142857145	what	0
817	164724:4	how do you like it 	0.13954545454545453	0.14636363636363636	0.16045454545454546	0.5536363636363636	how	0
326	79923:23	so what was, what was the other question 	0.017	0.138	0.742	0.1025	what	0
563	174968:16	wh-, what  happens if you were  to fail?	0.40631578947368424	0.24578947368421053	0.1763157894736842	0.17157894736842105	what	0
530	122048:9	but. what else would  be an annoyance?	0.4768421052631579	0.35947368421052633	0.14	0.023157894736842106	what	1
865	50678:4	what do you think  about the, uh, peace corps or public service commitment?	0.22428571428571428	0.17857142857142858	0.28380952380952384	0.31333333333333335	what	0
702	61506:9	well, how did he get out 	0.04904761904761905	0.06285714285714286	0.888095238095238	0.0	how	0
488	144582:4	what do you think  about that?	0.15722222222222224	0.2816666666666667	0.43222222222222223	0.12888888888888891	what	0
478	56684:21	now, wher-, where do you go when you go there  	0.5115789473684211	0.25842105263157894	0.17263157894736844	0.05736842105263158	where	0
253	70343:5	what else do you do  to your house?	0.4568421052631579	0.3447368421052632	0.09105263157894737	0.10736842105263159	what	0
451	55119:6	so who's  going  to beat them?	0.2210526315789474	0.06789473684210527	0.4663157894736842	0.24473684210526317	who	0
544	44161:16	why, why should we be the ones that  have  to do it  and things like that	0.31157894736842107	0.2236842105263158	0.28578947368421054	0.17842105263157892	why	1
559	131927:4	what did you do 	0.045789473684210526	0.10842105263157895	0.33421052631578946	0.511578947368421	what	0
848	42945:4	where is this person coming in from 	0.04523809523809524	0.18904761904761905	0.5914285714285714	0.1742857142857143	where	0
553	37431:9	gee, how can you draw a conclusion from it 	0.12578947368421053	0.3505263157894737	0.22736842105263158	0.29578947368421055	how	1
580	156332:16	what, what, uh, newspapers do you read 	0.771904761904762	0.10333333333333333	0.12190476190476193	0.002857142857142857	what	0
984	157191:6	and why, does it just turn out  to be genetic or biochemical in origin 	0.22799999999999998	0.14350000000000002	0.4265	0.2015	why	0
373	121518:24	well, well, when is the party here?.	0.021052631578947368	0.11947368421052632	0.8489473684210526	0.01	when	0
841	66375:21	but second, you know, why should we  	0.1327272727272727	0.17227272727272727	0.43363636363636365	0.26136363636363635	why	1
624	84108:4	how do you spell that 	0.00052631578947369	0.03842105263157894	0.8547368421052632	0.10578947368421052	how	0
258	60533:18	but, you know, what can one do 	0.15684210526315792	0.14526315789473684	0.05736842105263158	0.6405263157894737	what	1
531	101503:16	what, what does it have  in it?	0.86	0.02947368421052632	0.09421052631578947	0.01631578947368421	what	0
832	50461:20	and, and where are the engineers coming from 	0.31590909090909086	0.03409090909090909	0.38818181818181813	0.26181818181818184	where	0
278	43310:4	what have you seen 	0.33333333333333337	0.26857142857142857	0.29619047619047617	0.1014285714285714	what	0
578	26006:4	what do you mean 	0.07714285714285714	0.035238095238095256	0.6480952380952382	0.23952380952380953	what	0
201	29261:4	where do you get most of your news 	0.18	0.16545454545454547	0.6063636363636363	0.04818181818181817	where	0
630	8552:6	so how do you keep track of where you are  in, in your monthly spending 	0.19842105263157891	0.2431578947368421	0.5042105263157894	0.05421052631578949	how	0
63	129525:28	now what is, uh, what is, uh, the steamed shellfish  you said  	0.04238095238095238	0.060952380952380945	0.8490476190476192	0.047619047619047616	what	0
67	76222:13	and, gosh, what  going  to happen when these kids start  coming into the school system 	0.24952380952380948	0.28095238095238095	0.21428571428571427	0.25523809523809526	what	0
550	71526:4	what did i do  to myself	0.11789473684210527	0.16736842105263156	0.2715789473684211	0.4431578947368421	what	0
135	29722:4	how did you,	0.05136363636363637	0.1290909090909091	0.4668181818181818	0.3527272727272728	how	0
208	40349:14	you know, how can you help  depending on the day care center  you know,	0.20727272727272722	0.4368181818181817	0.1781818181818182	0.1777272727272727	how	1
34	150184:9	so. how's your products been 	0.09000000000000001	0.19894736842105262	0.17736842105263156	0.5336842105263159	how	0
891	20361:16	where, what did they say  to, uh,	0.1295238095238095	0.16	0.2819047619047619	0.42857142857142855	what	0
666	23663:4	what are some of your favorite foods 	0.47611111111111115	0.29611111111111116	0.07388888888888892	0.15388888888888888	what	0
374	102025:30	so but, uh, anyway, where do you like  to eat 	0.13105263157894737	0.5336842105263159	0.321578947368421	0.01368421052631579	where	0
274	67240:4	when do you get  to begin with the winters and all that 	0.06428571428571431	0.12714285714285714	0.7614285714285715	0.04714285714285714	when	0
907	26081:4	what are you saying 	0.03842105263157896	0.028947368421052635	0.7368421052631579	0.1957894736842105	what	0
834	8597:4	what  makes you, think so?	0.155	0.10136363636363638	0.6627272727272726	0.08090909090909092	what	0
231	22805:4	how do you feel about them  i mean, since you've kind of been close to that.	0.28578947368421054	0.1542105263157895	0.3526315789473684	0.20736842105263156	how	0
556	115710:4	what do you take 	0.2073684210526316	0.2094736842105263	0.2994736842105263	0.2836842105263158	what	0
585	152968:4	how do you keep up with current events 	0.45952380952380956	0.18666666666666668	0.33238095238095233	0.02142857142857143	how	0
367	154027:4	how is the weather up there 	0.08789473684210528	0.19578947368421054	0.3452631578947369	0.37105263157894736	how	0
85	129842:4	what are some of the things  they don't recycle  	0.5552380952380952	0.3723809523809524	0.056666666666666664	0.015714285714285715	what	0
455	72387:17	which, what book   have you read  that  is along those lines, that  was really good?	0.10578947368421052	0.4147368421052631	0.47263157894736846	0.006842105263157895	what	0
42	61044:253	how can you tell where it's going  to come down at  	0.1636842105263158	0.28	0.22578947368421054	0.3305263157894737	how	1
587	34177:4	how do you feel about that 	0.03952380952380952	0.10666666666666667	0.6476190476190476	0.2061904761904762	how	0
70	130294:4	what's everybody drive  up there?	0.3380952380952381	0.29523809523809524	0.2980952380952381	0.06857142857142857	what	0
390	153193:4	how does he treat the other people 	0.29333333333333333	0.19333333333333336	0.4452380952380952	0.0680952380952381	how	0
522	115904:4	what school district do you work for 	0.0	0.11210526315789474	0.7226315789473684	0.16526315789473686	what	0
582	11532:7	well what have you seen 	0.38	0.3142857142857143	0.24904761904761902	0.0561904761904762	what	0
86	63953:6	so what do you think  of the texas weather?	0.24095238095238097	0.34095238095238095	0.21666666666666665	0.20142857142857146	what	0
346	5558:4	what time is it  over th-,	0.006	0.0365	0.5745	0.383	what	0
919	121488:38	if you're having a dinner party, what, what would you serve 	0.36947368421052634	0.2931578947368421	0.3373684210526316	5.843279076974526e-18	what	1
879	77454:4	who would they ask 	0.19523809523809518	0.310952380952381	0.4909523809523809	0.002857142857142862	who	1
625	114332:21	so what, so what  gets you?	0.1257894736842105	0.08631578947368422	0.26526315789473687	0.5226315789473684	what	0
691	41118:8	or, how did you do it 	0.2288888888888889	0.14333333333333334	0.61	0.017777777777777785	how	0
844	43608:4	what are some other ones  i've seen  lately 	0.3809090909090909	0.33681818181818185	0.09045454545454544	0.1918181818181818	what	0
744	47927:6	and what are you studying 	0.0755	0.12349999999999998	0.7250000000000001	0.076	what	0
866	61830:4	how do you go about  getting one of those a catalogs 	0.05238095238095238	0.3380952380952381	0.6038095238095239	0.005238095238095238	how	0
146	2153:4	what are you all trying  to do  long term.	0.3868181818181819	0.07772727272727271	0.49	0.045454545454545456	what	0
96	39333:4	what do you use  mumblex?	0.02157894736842106	0.07526315789473687	0.5836842105263158	0.3194736842105263	what	0
549	132595:16	wha-, what do you think  of that new luxury car tax, anything over ten thou-, or thirty thousand dollars?	0.21842105263157893	0.1236842105263158	0.31263157894736837	0.3452631578947368	what	0
664	27328:4	how is texas  about  keeping your children out of public schools,	0.38833333333333336	0.14833333333333332	0.19555555555555557	0.26722222222222225	how	0
516	121242:4	what time is it  there?	0.05263157894736842	0.05263157894736842	0.631578947368421	0.2631578947368421	what	0
705	65644:4	what would you start  cutting  f-,	0.15904761904761905	0.2633333333333333	0.29190476190476194	0.2857142857142857	what	1
37	110091:6	and how do you spell that breed 	0.024736842105263158	0.015263157894736845	0.9331578947368421	0.026842105263157896	how	0
347	26185:5	what else can we talk about 	0.05500000000000001	0.771	0.0215	0.1525	what	1
469	105853:26	so where are your, what are the places, you know, memorable places  you've eaten  	0.5931578947368421	0.10736842105263159	0.16052631578947368	0.13894736842105262	what	0
438	87956:4	how can i tell you 	0.022	0.523	0.242	0.213	how	1
684	93886:4	what  next,	0.18666666666666668	0.04444444444444443	0.6294444444444445	0.13944444444444443	what	0
261	112615:4	what do you do 	0.10210526315789474	0.07210526315789474	0.36947368421052634	0.45631578947368423	what	0
168	124377:7	so what do you, uh, think   is the, uh, the worst culprit for air pollution?	0.10190476190476191	0.16095238095238096	0.6823809523809524	0.054761904761904755	what	0
898	67013:20	how d-, how does that work, work out with, uh,  storing your bike and showering and all that 	0.12047619047619049	0.17714285714285716	0.61	0.09238095238095238	how	0
914	72234:4	what was the last book  you read  	-1.1686558153948999e-17	0.015789473684210537	0.9605263157894737	0.02368421052631579	what	0
822	37944:56	when they've got problems  who they going  to go to 	0.025909090909090913	0.085	0.6213636363636365	0.26772727272727276	who	0
683	113977:9	well, what do you think about 	0.31277777777777777	0.16444444444444445	0.09555555555555556	0.42722222222222217	what	0
505	24989:4	who  knows,	0.13999999999999999	0.08722222222222223	0.11055555555555557	0.6622222222222223	who	0
970	24323:4	what's  going  to happen when she gets there 	0.17	0.358	0.23549999999999996	0.2365	what	0
287	72904:4	why do they do that 	0.12666666666666668	0.14857142857142855	0.7247619047619048	1.0573552615477665e-17	why	0
890	144268:4	how do people in texas deal with dallas, houston and san antonio 	0.2285714285714286	0.40238095238095234	0.27380952380952384	0.09523809523809523	how	0
169	142841:4	where do you think  they're headed 	0.0680952380952381	0.1761904761904762	0.4019047619047619	0.3538095238095238	where	0
293	12747:5	what els-,.	0.14428571428571427	0.2	0.15809523809523812	0.49761904761904757	what	0
281	41766:114	what have you 	0.09523809523809523	0.10571428571428572	0.11428571428571428	0.6847619047619047	what	0
412	36190:4	what  more important,	0.06285714285714286	0.15	0.5395238095238095	0.24761904761904763	what	0
59	169409:4	what am i trying  to say  uh,	0.07842105263157895	0.09210526315789473	0.6063157894736841	0.2226315789473684	what	0
940	11604:4	what did you think  about the buffalo scenes.	0.22842105263157894	0.31473684210526315	0.2657894736842106	0.1910526315789474	what	0
794	92173:4	what did you wind up with 	0.15714285714285714	0.11904761904761907	0.6809523809523811	0.042857142857142864	what	0
387	28728:4	how are we supposed  to present the imagine that we're supposed  to present  with equipment that  outdated, that  obsolete 	0.12526315789473683	0.2694736842105263	0.31473684210526315	0.2905263157894737	how	0
652	24617:9	and then how would you feel afterwards when you came up  negative and, you know, your supervisor has accused you of  using drugs  	0.06210526315789473	0.1731578947368421	0.601578947368421	0.1631578947368421	how	1
761	115353:16	what, what does a computer club do 	0.521578947368421	0.16947368421052633	0.30421052631578943	0.004736842105263157	what	0
837	129227:9	uh, how do i feel about it 	0.05227272727272727	0.11499999999999999	0.5409090909090909	0.2913636363636364	how	0
965	37508:7	well how do you think  the royals are going  to do 	0.0495	0.1305	0.4795	0.3405	how	0
493	113910:4	what do you think  about that?	0.19277777777777777	0.2533333333333333	0.34777777777777774	0.20611111111111113	what	0
29	51293:9	uh, who's the last one 	0.0022222222222222283	0.00055555555555555	0.9249999999999999	0.07222222222222222	who	0
592	167731:24	well, you know, uh, what do you do  as far as,	0.24047619047619045	0.18285714285714288	0.31952380952380954	0.2571428571428572	what	0
104	75387:9	well, what do you think   can be done   to reduce that sort of crime?	0.3826315789473684	0.24631578947368418	0.3642105263157895	0.006842105263157906	what	1
632	133681:9	well, how did it go 	0.10631578947368421	0.07157894736842105	0.5594736842105262	0.26263157894736844	how	0
290	39379:4	what time should we be there 	0.02142857142857143	0.06380952380952383	0.5428571428571429	0.3719047619047619	what	1
863	58840:4	where are you calling from  by the way,	0.06761904761904762	0.07571428571428572	0.8500000000000001	0.006666666666666672	where	0
302	66396:41	what can i hide 	0.238	0.06300000000000001	0.147	0.5519999999999999	what	1
653	125687:6	and why don't you like the mustang 	0.24105263157894738	0.24368421052631584	0.41000000000000003	0.10526315789473684	why	0
646	153858:4	what do you do  jeff?	0.04947368421052631	0.18736842105263157	0.7105263157894737	0.05263157894736843	what	0
257	37900:4	what  going  to happen?	0.3042105263157895	0.1794736842105263	0.2631578947368421	0.25315789473684214	what	0
957	150504:4	what do you do  there?	0.2652631578947368	0.09947368421052633	0.53	0.10526315789473684	what	0
767	155266:9	well, how to you handle that, the long range or medium range planning on finances 	0.24157894736842103	0.41157894736842104	0.34263157894736845	0.004210526315789479	how	0
336	138064:9	uh, why did you choose a private school 	0.369	0.20550000000000002	0.4245	0.001	why	0
280	123363:6	so what do you guys having  up there?	0.32476190476190475	0.14952380952380956	0.4014285714285714	0.12428571428571428	what	0
230	89239:4	what was the last one 	0.0	0.10789473684210528	0.8921052631578947	0.0	what	0
50	168089:7	now where does the source light go 	0.15368421052631578	0.0636842105263158	0.7300000000000001	0.052631578947368446	where	0
527	8565:4	where do you call to 	0.21526315789473682	0.24947368421052632	0.3910526315789474	0.14421052631578948	where	0
671	168574:4	what's he going  to be doing  when he turns into an adult 	0.24388888888888888	0.33944444444444444	0.17	0.24666666666666665	what	0
308	37797:4	what's that going  to be like 	0.22000000000000003	0.317	0.304	0.159	what	0
320	174758:4	what program you in 	0.018	0.0635	0.8595	0.05900000000000002	what	0
763	164759:9	so, how do you keep up 	0.19052631578947365	0.20526315789473687	0.34	0.26421052631578945	how	0
161	113988:4	what do you think  about that?	0.44333333333333336	0.40380952380952384	0.03761904761904762	0.11523809523809524	what	0
924	74224:4	why don't you do something with those 	0.1768421052631579	0.17842105263157895	0.4094736842105263	0.23526315789473687	why	0
849	131917:4	what do you have 	0.5209523809523811	0.14	0.32	0.018571428571428582	what	0
247	88924:4	what was one of the latest ones that you've seen  actually 	0.15473684210526314	0.36578947368421055	0.42684210526315786	0.05263157894736842	what	0
403	71500:4	what school you going to 	0.018571428571428582	0.015714285714285695	0.8138095238095238	0.1519047619047619	what	0
877	133178:4	how did it go for you 	0.08047619047619048	0.016666666666666666	0.3495238095238095	0.5533333333333333	how	0
570	129435:6	but what is it worth 	0.07238095238095238	0.10047619047619047	0.5857142857142857	0.24142857142857144	what	0
26	103191:13	but, uh, who  knows what the future will hold  uh, as far as energy goes,	0.13999999999999999	0.05888888888888889	0.08277777777777778	0.7183333333333333	who	1
754	14147:4	what did you think  of the news coverage of the war?	0.26849999999999996	0.19750000000000004	0.272	0.262	what	0
985	5433:12	i mean who would  steal a newspaper?	0.10750000000000001	0.5970000000000001	0.136	0.1595	who	1
688	82256:4	what do you do  during those, those days?	0.4883333333333333	0.37111111111111117	0.07222222222222224	0.06833333333333334	what	0
836	167580:4	what do you usually do  as far as budgeting?	0.41	0.0890909090909091	0.35909090909090907	0.14181818181818182	what	0
567	98257:16	what, what do you think   can prevent crime?	0.39842105263157895	0.3121052631578947	0.23684210526315788	0.05263157894736845	what	1
48	51033:9	hum, what do you think   could be done  about it?	0.24578947368421047	0.5142105263157895	0.2231578947368421	0.016842105263157894	what	1
511	126419:6	but how did you get on it 	0.03894736842105263	0.09894736842105263	0.8157894736842104	0.04631578947368422	how	0
283	61222:4	how do they get along together 	0.11047619047619046	0.19761904761904764	0.48190476190476195	0.21000000000000002	how	0
117	22310:6	and what do those kids do 	0.24368421052631578	0.25894736842105265	0.3631578947368421	0.13421052631578947	what	0
251	12077:9	well, what do you think  about like a device, a meter right on a tail pipe	0.12684210526315787	0.3068421052631579	0.24684210526315786	0.3194736842105263	what	0
448	12409:32	and, and what, what do you do  with the people that  are over there in the mean time.	0.185	0.201	0.29799999999999993	0.316	what	0
433	93786:5	what else did i serve  with that.	0.3515	0.26	0.3865	0.002	what	0
819	94399:4	what do you think   is the biggest problem?	0.04909090909090908	0.04545454545454546	0.81	0.09545454545454546	what	0
178	143577:4	how did that compare with this area  as far as house-, housing prices?	0.4547619047619048	0.11619047619047619	0.3628571428571429	0.0661904761904762	how	0
404	8637:6	and what do you think  you'll do  with that?	0.15619047619047619	0.34714285714285714	0.4195238095238095	0.07714285714285715	what	1
123	137110:4	where'd you,	0.03818181818181818	0.08545454545454545	0.6150000000000001	0.26136363636363635	where	1
606	146887:7	so how do you just figure mumblex 	0.0994736842105263	0.09578947368421052	0.23052631578947372	0.5742105263157895	how	0
931	157599:15	based on that, who do you think  you're talking to 	0.020526315789473684	0.10789473684210525	0.773157894736842	0.09842105263157895	who	0
105	126562:5	what  have you seen  recently that you enjoyed 	0.3547368421052632	0.5052631578947369	0.08736842105263158	0.05263157894736842	what	0
703	155384:4	what do you do  with your budget?	0.36619047619047623	0.16714285714285712	0.4033333333333334	0.06333333333333334	what	0
647	109254:9	well, where do you do that 	0.07631578947368421	0.17052631578947366	0.7384210526315789	0.014210526315789474	where	0
821	53816:9	well, how is that helping my child, you know 	0.07181818181818182	0.23500000000000004	0.3681818181818181	0.325	how	0
546	47158:4	where have you, uh,	0.16473684210526315	0.31578947368421045	0.2752631578947369	0.24421052631578952	where	0
830	115806:4	what do you,	0.028181818181818186	0.06454545454545453	0.35045454545454546	0.5568181818181818	what	0
